O*NET-SOC Code,Title,Workplace Example,Element Name,Hot Technology,In Demand,Skill_Category
17-2072.00,"Electronics Engineers, Except Computer",Python,Object or component oriented development software,Y,Y,Data Analytics
17-2072.00,"Electronics Engineers, Except Computer",Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
17-2072.01,Radio Frequency Identification Device Specialists,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
17-2072.01,Radio Frequency Identification Device Specialists,Microsoft SQL Server Compact,Data base management system software,N,N,Data Analytics
17-2072.01,Radio Frequency Identification Device Specialists,Python,Object or component oriented development software,Y,Y,Data Analytics
17-2072.01,Radio Frequency Identification Device Specialists,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
17-2081.00,Environmental Engineers,Python,Object or component oriented development software,Y,N,Data Analytics
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Python,Object or component oriented development software,Y,N,Data Analytics
17-2112.00,Industrial Engineers,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
17-2112.00,Industrial Engineers,Python,Object or component oriented development software,Y,N,Data Analytics
17-2112.00,Industrial Engineers,Structured query language SQL,Data base user interface and query software,Y,Y,Data Analytics
17-2112.01,Human Factors Engineers and Ergonomists,Python,Object or component oriented development software,Y,N,Data Analytics
17-2112.02,Validation Engineers,Microsoft Power BI,Business intelligence and data analysis software,Y,Y,Data Analytics
17-2112.02,Validation Engineers,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
17-2112.02,Validation Engineers,MySQL,Data base management system software,Y,N,Data Analytics
17-2112.02,Validation Engineers,NoSQL,Data base management system software,Y,N,Data Analytics
17-2112.02,Validation Engineers,PostgreSQL,Object oriented data base management software,Y,N,Data Analytics
17-2112.02,Validation Engineers,Python,Object or component oriented development software,Y,Y,Data Analytics
17-2112.02,Validation Engineers,Structure query language SQL,Data base user interface and query software,N,N,Data Analytics
17-2112.02,Validation Engineers,Structured query language SQL,Data base user interface and query software,Y,Y,Data Analytics
17-2131.00,Materials Engineers,Python,Object or component oriented development software,Y,N,Data Analytics
17-2141.00,Mechanical Engineers,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
17-2141.00,Mechanical Engineers,Python,Object or component oriented development software,Y,Y,Data Analytics
17-2141.01,Fuel Cell Engineers,Python,Object or component oriented development software,Y,Y,Data Analytics
17-2141.02,Automotive Engineers,Python,Object or component oriented development software,Y,Y,Data Analytics
17-2141.02,Automotive Engineers,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",CyberArk,Network security or virtual private network VPN management software,N,N,Cybersecurity
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",MySQL,Data base user interface and query software,Y,N,Data Analytics
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Structure query language SQL,Data base user interface and query software,N,N,Data Analytics
17-2161.00,Nuclear Engineers,Python,Object or component oriented development software,Y,Y,Data Analytics
17-2171.00,Petroleum Engineers,Python,Object or component oriented development software,Y,N,Data Analytics
17-2171.00,Petroleum Engineers,Structure query language SQL,Data base user interface and query software,N,N,Data Analytics
17-2199.03,"Energy Engineers, Except Wind and Solar",Python,Object or component oriented development software,Y,Y,Data Analytics
17-2199.05,Mechatronics Engineers,Python,Object or component oriented development software,Y,Y,Data Analytics
17-2199.05,Mechatronics Engineers,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
17-2199.06,Microsystems Engineers,Python,Object or component oriented development software,Y,N,Data Analytics
17-2199.07,Photonics Engineers,Python,Object or component oriented development software,Y,Y,Data Analytics
17-2199.07,Photonics Engineers,Structure query language SQL,Data base user interface and query software,N,N,Data Analytics
17-2199.08,Robotics Engineers,Python,Object or component oriented development software,Y,Y,Data Analytics
17-2199.08,Robotics Engineers,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
17-2199.09,Nanosystems Engineers,Python,Object or component oriented development software,Y,N,Data Analytics
17-2199.09,Nanosystems Engineers,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
17-2199.09,Nanosystems Engineers,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
17-2199.10,Wind Energy Engineers,Microsoft SQL Server,Data base management system software,Y,N,Data Analytics
17-2199.10,Wind Energy Engineers,Python,Object or component oriented development software,Y,Y,Data Analytics
17-2199.10,Wind Energy Engineers,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
17-2199.10,Wind Energy Engineers,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
17-2199.11,Solar Energy Systems Engineers,Python,Object or component oriented development software,Y,Y,Data Analytics
17-2199.11,Solar Energy Systems Engineers,Python Tools for Visual Studio (PTVS),Object or component oriented development software,N,N,Data Analytics
17-2199.11,Solar Energy Systems Engineers,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
17-3012.00,Electrical and Electronics Drafters,Python,Object or component oriented development software,Y,N,Data Analytics
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Python,Object or component oriented development software,Y,N,Data Analytics
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Python,Object or component oriented development software,Y,N,Data Analytics
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Python,Object or component oriented development software,Y,N,Data Analytics
17-3024.01,Robotics Technicians,Python,Object or component oriented development software,Y,N,Data Analytics
17-3024.01,Robotics Technicians,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
17-3025.00,Environmental Engineering Technologists and Technicians,Python,Object or component oriented development software,Y,N,Data Analytics
17-3025.00,Environmental Engineering Technologists and Technicians,Structure query language SQL,Data base user interface and query software,N,N,Data Analytics
17-3026.00,Industrial Engineering Technologists and Technicians,Artificial intelligence software,Industrial control software,N,N,AI
17-3031.00,Surveying and Mapping Technicians,Python,Object or component oriented development software,Y,N,Data Analytics
17-3031.00,Surveying and Mapping Technicians,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-1011.00,Animal Scientists,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-1011.00,Animal Scientists,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
19-1012.00,Food Scientists and Technologists,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-1012.00,Food Scientists and Technologists,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
19-1021.00,Biochemists and Biophysicists,Python,Object or component oriented development software,Y,N,Data Analytics
19-1023.00,Zoologists and Wildlife Biologists,Python,Object or component oriented development software,Y,N,Data Analytics
19-1029.01,Bioinformatics Scientists,Microsoft SQL Server,Data base management system software,Y,N,Data Analytics
19-1029.01,Bioinformatics Scientists,Microsoft SQL Server Reporting Services SSRS,Object or component oriented development software,Y,N,Data Analytics
19-1029.01,Bioinformatics Scientists,MySQL,Data base management system software,Y,N,Data Analytics
19-1029.01,Bioinformatics Scientists,NoSQL,Data base management system software,Y,N,Data Analytics
19-1029.01,Bioinformatics Scientists,Oracle PL/SQL,Data base management system software,Y,N,Data Analytics
19-1029.01,Bioinformatics Scientists,PostgreSQL,Object oriented data base management software,Y,N,Data Analytics
19-1029.01,Bioinformatics Scientists,Python,Object or component oriented development software,Y,Y,Data Analytics
19-1029.01,Bioinformatics Scientists,Roche 454 Life Sciences GS Data Analysis,Analytical or scientific software,N,N,Data Analytics
19-1029.01,Bioinformatics Scientists,Structured query language SQL,Data base user interface and query software,Y,Y,Data Analytics
19-1029.01,Bioinformatics Scientists,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
19-1029.02,Molecular and Cellular Biologists,Python,Object or component oriented development software,Y,N,Data Analytics
19-1029.03,Geneticists,Python,Object or component oriented development software,Y,N,Data Analytics
19-1029.03,Geneticists,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-1029.04,Biologists,Python,Object or component oriented development software,Y,Y,Data Analytics
19-1029.04,Biologists,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-1031.02,Range Managers,Python,Object or component oriented development software,Y,N,Data Analytics
19-1041.00,Epidemiologists,EpiData Analysis,Analytical or scientific software,N,N,Data Analytics
19-1041.00,Epidemiologists,Python,Object or component oriented development software,Y,N,Data Analytics
19-1041.00,Epidemiologists,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-1041.00,Epidemiologists,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
19-1042.00,"Medical Scientists, Except Epidemiologists",Python,Object or component oriented development software,Y,N,Data Analytics
19-2011.00,Astronomers,European Southern Observatory Munich Image Data Analysis System ESO-MIDAS,Analytical or scientific software,N,N,Data Analytics
19-2011.00,Astronomers,Python,Object or component oriented development software,Y,Y,Data Analytics
19-2011.00,Astronomers,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-2012.00,Physicists,MySQL,Data base user interface and query software,Y,N,Data Analytics
19-2012.00,Physicists,Python,Object or component oriented development software,Y,Y,Data Analytics
19-2012.00,Physicists,SQLite,Data base management system software,N,N,Data Analytics
19-2012.00,Physicists,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-2021.00,Atmospheric and Space Scientists,Python,Object or component oriented development software,Y,N,Data Analytics
19-2021.00,Atmospheric and Space Scientists,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-2031.00,Chemists,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-2032.00,Materials Scientists,Python,Object or component oriented development software,Y,Y,Data Analytics
19-2041.00,"Environmental Scientists and Specialists, Including Health",Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-2041.01,Climate Change Policy Analysts,Python,Object or component oriented development software,Y,N,Data Analytics
19-2041.03,Industrial Ecologists,Microsoft SQL Server,Data base management system software,Y,N,Data Analytics
19-2041.03,Industrial Ecologists,NoSQL,Data base management system software,Y,N,Data Analytics
19-2041.03,Industrial Ecologists,Python,Object or component oriented development software,Y,N,Data Analytics
19-2041.03,Industrial Ecologists,Structure query language SQL,Data base user interface and query software,N,N,Data Analytics
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",MySQL,Data base user interface and query software,Y,N,Data Analytics
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Python,Object or component oriented development software,Y,Y,Data Analytics
19-2043.00,Hydrologists,Python,Object or component oriented development software,Y,Y,Data Analytics
19-2043.00,Hydrologists,Structure query language SQL,Data base user interface and query software,N,N,Data Analytics
19-2099.01,Remote Sensing Scientists and Technologists,Microsoft SQL Server,Data base management system software,Y,N,Data Analytics
19-2099.01,Remote Sensing Scientists and Technologists,MySQL,Data base management system software,Y,N,Data Analytics
19-2099.01,Remote Sensing Scientists and Technologists,NoSQL,Data base management system software,Y,N,Data Analytics
19-2099.01,Remote Sensing Scientists and Technologists,PostgreSQL,Object oriented data base management software,Y,N,Data Analytics
19-2099.01,Remote Sensing Scientists and Technologists,Python,Object or component oriented development software,Y,Y,Data Analytics
19-2099.01,Remote Sensing Scientists and Technologists,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-2099.01,Remote Sensing Scientists and Technologists,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
19-3011.00,Economists,Microsoft Power BI,Business intelligence and data analysis software,Y,Y,Data Analytics
19-3011.00,Economists,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
19-3011.00,Economists,MySQL,Data base management system software,Y,N,Data Analytics
19-3011.00,Economists,Python,Object or component oriented development software,Y,Y,Data Analytics
19-3011.00,Economists,Structured query language SQL,Data base user interface and query software,Y,Y,Data Analytics
19-3011.00,Economists,Tableau,Business intelligence and data analysis software,Y,Y,Data Analytics
19-3011.01,Environmental Economists,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
19-3011.01,Environmental Economists,MySQL,Data base user interface and query software,Y,N,Data Analytics
19-3011.01,Environmental Economists,Python,Object or component oriented development software,Y,N,Data Analytics
19-3011.01,Environmental Economists,Structure query language SQL,Data base user interface and query software,N,N,Data Analytics
19-3011.01,Environmental Economists,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
19-3022.00,Survey Researchers,Python,Object or component oriented development software,Y,Y,Data Analytics
19-3022.00,Survey Researchers,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-3022.00,Survey Researchers,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
19-3051.00,Urban and Regional Planners,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-3091.00,Anthropologists and Archeologists,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-3092.00,Geographers,Python,Object or component oriented development software,Y,Y,Data Analytics
19-3092.00,Geographers,Structured query language SQL,Data base user interface and query software,Y,Y,Data Analytics
19-3093.00,Historians,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-3094.00,Political Scientists,Python,Object or component oriented development software,Y,N,Data Analytics
19-3094.00,Political Scientists,Structure query language SQL,Data base user interface and query software,N,N,Data Analytics
19-3094.00,Political Scientists,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
19-3099.01,Transportation Planners,Microsoft Power BI,Business intelligence and data analysis software,Y,Y,Data Analytics
19-3099.01,Transportation Planners,Python,Object or component oriented development software,Y,N,Data Analytics
19-3099.01,Transportation Planners,Structured query language SQL,Data base user interface and query software,Y,Y,Data Analytics
19-3099.01,Transportation Planners,Tableau,Business intelligence and data analysis software,Y,Y,Data Analytics
19-4013.00,Food Science Technicians,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
19-4013.00,Food Science Technicians,Structure query language SQL,Data base user interface and query software,N,N,Data Analytics
19-4031.00,Chemical Technicians,Python,Object or component oriented development software,Y,N,Data Analytics
19-4031.00,Chemical Technicians,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-4051.00,Nuclear Technicians,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-4051.02,Nuclear Monitoring Technicians,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-4061.00,Social Science Research Assistants,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
19-4061.00,Social Science Research Assistants,Python,Object or component oriented development software,Y,Y,Data Analytics
19-4061.00,Social Science Research Assistants,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-4061.00,Social Science Research Assistants,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
19-4099.01,Quality Control Analysts,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
19-4099.01,Quality Control Analysts,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
19-4099.03,Remote Sensing Technicians,Microsoft SQL Server,Data base management system software,Y,N,Data Analytics
19-4099.03,Remote Sensing Technicians,MySQL,Data base management system software,Y,N,Data Analytics
19-4099.03,Remote Sensing Technicians,Python,Object or component oriented development software,Y,Y,Data Analytics
19-4099.03,Remote Sensing Technicians,Structure query language SQL,Data base user interface and query software,N,N,Data Analytics
19-4099.03,Remote Sensing Technicians,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft SQL Server Reporting Services SSRS,Data base reporting software,Y,N,Data Analytics
25-1021.00,"Computer Science Teachers, Postsecondary",Firewall software,Network security and virtual private network VPN equipment software,N,N,Cybersecurity
25-1021.00,"Computer Science Teachers, Postsecondary",Python,Object or component oriented development software,Y,Y,Data Analytics
25-1022.00,"Mathematical Science Teachers, Postsecondary",Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
25-1032.00,"Engineering Teachers, Postsecondary",Python,Object or component oriented development software,Y,N,Data Analytics
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",MySQL,Data base user interface and query software,Y,N,Data Analytics
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Structure query language SQL,Data base user interface and query software,N,N,Data Analytics
25-1063.00,"Economics Teachers, Postsecondary",Python,Object or component oriented development software,Y,N,Data Analytics
25-1063.00,"Economics Teachers, Postsecondary",Python Experimental Economics Toolkit PEET,Analytical or scientific software,N,N,Data Analytics
25-1082.00,"Library Science Teachers, Postsecondary",MySQL,Data base user interface and query software,Y,N,Data Analytics
25-1082.00,"Library Science Teachers, Postsecondary",Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",MySQL,Data base management system software,Y,N,Data Analytics
25-2023.00,"Career/Technical Education Teachers, Middle School",Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
25-2023.00,"Career/Technical Education Teachers, Middle School",MySQL,Data base user interface and query software,Y,N,Data Analytics
25-2023.00,"Career/Technical Education Teachers, Middle School",NoSQL,Data base management system software,Y,N,Data Analytics
25-2023.00,"Career/Technical Education Teachers, Middle School",PostgreSQL,Object oriented data base management software,Y,N,Data Analytics
25-2023.00,"Career/Technical Education Teachers, Middle School",Python,Object or component oriented development software,Y,N,Data Analytics
25-2023.00,"Career/Technical Education Teachers, Middle School",Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
25-2023.00,"Career/Technical Education Teachers, Middle School",Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
25-4012.00,Curators,Python,Object or component oriented development software,Y,N,Data Analytics
25-4012.00,Curators,Structure query language SQL,Data base user interface and query software,N,N,Data Analytics
25-4022.00,Librarians and Media Collections Specialists,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
25-9031.00,Instructional Coordinators,Oracle PL/SQL,Data base management system software,Y,N,Data Analytics
25-9031.00,Instructional Coordinators,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
25-9044.00,"Teaching Assistants, Postsecondary",Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Python,Object or component oriented development software,Y,N,Data Analytics
27-1014.00,Special Effects Artists and Animators,Python,Object or component oriented development software,Y,N,Data Analytics
27-1021.00,Commercial and Industrial Designers,Python,Object or component oriented development software,Y,N,Data Analytics
27-1024.00,Graphic Designers,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
27-1027.00,Set and Exhibit Designers,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
27-2012.03,Media Programming Directors,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
27-2012.05,Media Technical Directors/Managers,Microsoft SQL Server,Data base management system software,Y,N,Data Analytics
27-2012.05,Media Technical Directors/Managers,Python,Object or component oriented development software,Y,N,Data Analytics
27-2012.05,Media Technical Directors/Managers,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
27-3023.00,"News Analysts, Reporters, and Journalists",Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
27-3042.00,Technical Writers,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
27-3042.00,Technical Writers,Microsoft SQL Server Reporting Services SSRS,Data base reporting software,Y,N,Data Analytics
27-3042.00,Technical Writers,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
27-3043.00,Writers and Authors,MySQL,Data base management system software,Y,N,Data Analytics
29-1041.00,Optometrists,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Python,Object or component oriented development software,Y,N,Data Analytics
29-2011.01,Cytogenetic Technologists,Python,Object or component oriented development software,Y,N,Data Analytics
29-2072.00,Medical Records Specialists,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
29-2072.00,Medical Records Specialists,Microsoft SQL Server Reporting Services SSRS,Data base reporting software,Y,N,Data Analytics
29-2072.00,Medical Records Specialists,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
29-2072.00,Medical Records Specialists,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
29-9021.00,Health Information Technologists and Medical Registrars,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
29-9021.00,Health Information Technologists and Medical Registrars,Microsoft SQL Server Reporting Services SSRS,Data base reporting software,Y,N,Data Analytics
29-9021.00,Health Information Technologists and Medical Registrars,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
29-9021.00,Health Information Technologists and Medical Registrars,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
31-1121.00,Home Health Aides,Python,Object or component oriented development software,Y,N,Data Analytics
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Microsoft SQL Server,Data base management system software,Y,N,Data Analytics
33-3021.00,Detectives and Criminal Investigators,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
33-3021.06,Intelligence Analysts,Firewall software,Network security and virtual private network VPN equipment software,N,N,Cybersecurity
33-3021.06,Intelligence Analysts,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
33-3021.06,Intelligence Analysts,NortonLifeLock cybersecurity software,Transaction security and virus protection software,N,N,Cybersecurity
33-3021.06,Intelligence Analysts,Python,Object or component oriented development software,Y,N,Data Analytics
33-3021.06,Intelligence Analysts,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
33-3021.06,Intelligence Analysts,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
33-3021.06,Intelligence Analysts,TensorFlow,Analytical or scientific software,Y,N,AI
33-9032.00,Security Guards,NortonLifeLock cybersecurity software,Transaction security and virus protection software,N,N,Cybersecurity
33-9099.02,Retail Loss Prevention Specialists,NortonLifeLock cybersecurity software,Transaction security and virus protection software,N,N,Cybersecurity
33-9099.02,Retail Loss Prevention Specialists,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
39-7012.00,Travel Guides,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
39-7012.00,Travel Guides,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
41-1011.00,First-Line Supervisors of Retail Sales Workers,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Python,Object or component oriented development software,Y,N,Data Analytics
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",NortonLifeLock cybersecurity software,Transaction security and virus protection software,N,N,Cybersecurity
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",NortonLifeLock cybersecurity software,Transaction security and virus protection software,N,N,Cybersecurity
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
41-9031.00,Sales Engineers,Firewall software,Network security and virtual private network VPN equipment software,N,N,Cybersecurity
41-9031.00,Sales Engineers,Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
41-9031.00,Sales Engineers,NortonLifeLock cybersecurity software,Transaction security and virus protection software,N,N,Cybersecurity
41-9031.00,Sales Engineers,Python,Object or component oriented development software,Y,Y,Data Analytics
41-9031.00,Sales Engineers,Security assertion markup language SAML,Web platform development software,N,N,Cybersecurity
41-9031.00,Sales Engineers,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,NortonLifeLock cybersecurity software,Transaction security and virus protection software,N,N,Cybersecurity
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
43-4011.00,Brokerage Clerks,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
43-4041.00,"Credit Authorizers, Checkers, and Clerks",Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
43-4041.00,"Credit Authorizers, Checkers, and Clerks",Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
43-4051.00,Customer Service Representatives,NortonLifeLock cybersecurity software,Transaction security and virus protection software,N,N,Cybersecurity
43-5061.00,"Production, Planning, and Expediting Clerks",Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Microsoft SQL Server,Data base user interface and query software,Y,N,Data Analytics
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",NortonLifeLock cybersecurity software,Transaction security and virus protection software,N,N,Cybersecurity
43-9031.00,Desktop Publishers,MySQL,Data base management system software,Y,N,Data Analytics
43-9031.00,Desktop Publishers,Python,Object or component oriented development software,Y,N,Data Analytics
43-9111.00,Statistical Assistants,Oracle PL/SQL,Data base management system software,Y,N,Data Analytics
43-9111.00,Statistical Assistants,Python,Object or component oriented development software,Y,Y,Data Analytics
43-9111.00,Statistical Assistants,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
43-9111.00,Statistical Assistants,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
47-4011.01,Energy Auditors,Python,Object or component oriented development software,Y,Y,Data Analytics
47-4011.01,Energy Auditors,Structured query language SQL,Data base user interface and query software,Y,Y,Data Analytics
47-5012.00,"Rotary Drill Operators, Oil and Gas",Python,Object or component oriented development software,Y,N,Data Analytics
47-5012.00,"Rotary Drill Operators, Oil and Gas",Structure query language SQL,Data base user interface and query software,N,N,Data Analytics
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Firewall software,Network security and virtual private network VPN equipment software,N,N,Cybersecurity
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Python,Object or component oriented development software,Y,N,Data Analytics
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
49-9081.00,Wind Turbine Service Technicians,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
51-8011.00,Nuclear Power Reactor Operators,Microsoft Power BI,Business intelligence and data analysis software,Y,N,Data Analytics
51-8011.00,Nuclear Power Reactor Operators,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
51-8099.01,Biofuels Processing Technicians,Python,Object or component oriented development software,Y,N,Data Analytics
51-8099.01,Biofuels Processing Technicians,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Data analysis software,Analytical or scientific software,N,N,Data Analytics
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
51-9141.00,Semiconductor Processing Technicians,Python,Object or component oriented development software,Y,Y,Data Analytics
51-9151.00,Photographic Process Workers and Processing Machine Operators,MySQL,Data base user interface and query software,Y,N,Data Analytics
51-9151.00,Photographic Process Workers and Processing Machine Operators,Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
53-6041.00,Traffic Technicians,Python,Object or component oriented development software,Y,N,Data Analytics
53-6041.00,Traffic Technicians,Structure query language SQL,Data base user interface and query software,N,N,Data Analytics
53-6041.00,Traffic Technicians,Tableau,Business intelligence and data analysis software,Y,N,Data Analytics
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Structured query language SQL,Data base user interface and query software,Y,N,Data Analytics
